Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno
performer,18,18,2.41,6.50,2.09,1.00
perfume,18,18,11.43,7.06,2.82,1.00
perfumed,21,21,0.67,8.81,3.88,1.00
perfumer,19,17,0.12,10.47,4.06,0.89
perfumery,19,15,0.04,12.60,3.07,0.79
perfunctory,18,11,0.18,16.27,2.97,0.61
perfuse,18,12,0.04,12.42,3.65,0.67
perfusion,19,15,0.02,14.73,2.12,0.79
perhaps,20,20,136.06,7.60,1.97,1.00
pericardial,19,12,0.24,16.75,2.99,0.63
pericardium,19,16,0.29,15.00,4.79,0.84
perigee,19,7,0.06,14.43,5.50,0.37
peril,18,17,1.92,12.47,3.76,0.94
perilous,19,18,0.78,12.33,3.40,0.95
perimeter,21,19,9.04,9.63,2.03,0.90
perineum,18,9,0.18,17.22,4.21,0.50
period,18,18,27.78,6.78,3.51,1.00
periodic,18,17,0.41,12.71,2.39,0.94
periodical,22,22,0.18,11.23,2.31,1.00
periodontal,18,14,0.08,14.07,4.92,0.78
peripatetic,19,8,0.02,16.50,2.20,0.42
peripheral,19,18,0.96,13.67,2.85,0.95
periphery,18,14,0.31,12.79,2.33,0.78
periphrasis,19,6,#N/A,14.33,2.94,0.32
periscope,21,19,1.37,10.16,3.72,0.90
perish,19,19,2.59,10.95,2.88,1.00
perishable,18,18,0.25,11.72,3.53,1.00
peristalsis,20,11,0.04,14.36,6.36,0.55
peristaltic,19,8,0.06,16.75,2.92,0.42
peritoneal,18,7,0.57,16.86,3.44,0.39
peritoneum,19,13,0.20,14.69,4.80,0.68
peritonitis,18,9,0.29,18.11,2.52,0.50
periwig,21,3,#N/A,16.33,1.53,0.14
periwinkle,20,19,0.18,10.42,4.66,0.95
perjure,18,17,0.16,14.35,2.71,0.94
perjurer,21,13,0.06,13.92,2.29,0.62
perjury,19,18,2.25,12.78,3.14,0.95
perk,19,19,1.41,9.63,3.93,1.00
perkiness,19,19,0.08,10.42,2.89,1.00
perky,19,19,1.67,9.05,2.55,1.00
perm,18,18,1.00,9.00,2.43,1.00
permafrost,19,16,0.02,14.62,3.03,0.84
permanence,18,16,0.22,12.19,4.46,0.89
permanency,19,17,0.04,12.00,3.16,0.89
permanent,20,20,12.14,7.75,2.57,1.00
permanganate,19,15,0.08,16.13,3.31,0.79
permeability,20,19,0.02,13.89,1.76,0.95
permeable,18,15,0.06,12.93,1.87,0.83
permeate,19,19,0.08,14.42,3.49,1.00
permissible,18,17,0.45,10.94,4.49,0.94
permission,19,19,31.12,6.11,2.02,1.00
permissive,19,19,0.10,11.16,2.03,1.00
permissiveness,20,17,0.08,12.53,3.10,0.85
permit,19,19,12.10,9.47,4.56,1.00
permittivity,18,5,0.02,15.40,3.85,0.28
permutation,18,15,0.06,14.40,3.92,0.83
permute,18,11,0.12,15.91,2.17,0.61
pernicious,20,13,0.27,14.92,2.87,0.65
peroxide,19,19,1.08,9.84,4.17,1.00
perpendicular,18,18,0.20,11.33,2.28,1.00
perpetrate,20,19,0.08,12.26,3.35,0.95
perpetration,20,20,0.02,14.00,2.51,1.00
perpetrator,18,17,1.69,12.88,3.87,0.94
perpetual,18,16,1.55,13.75,3.17,0.89
perpetuate,21,21,0.37,13.33,3.20,1.00
perpetuation,18,14,0.04,14.07,3.75,0.78
perpetuity,18,16,0.33,13.25,3.45,0.89
perplex,20,20,0.04,12.00,1.86,1.00
perplexing,19,19,0.25,12.42,2.41,1.00
persecute,20,18,0.61,10.06,3.44,0.90
persecution,20,20,1.18,11.80,3.46,1.00
persecutor,19,19,0.08,11.95,4.33,1.00
persecutory,18,12,0.02,14.67,3.50,0.67
perseverance,20,20,0.73,11.00,2.29,1.00
perseverate,18,13,0.02,13.69,3.33,0.72
persevere,19,19,0.37,11.05,4.30,1.00
persiflage,19,4,0.04,17.50,2.65,0.21
persimmon,20,14,0.08,15.29,5.92,0.70
persist,21,20,1.20,9.50,4.33,0.95
persistence,18,18,0.82,10.28,2.67,1.00
persistency,18,18,0.02,11.22,2.49,1.00
persistent,18,18,2.59,10.89,2.27,1.00
persnickety,20,16,0.06,13.00,4.40,0.80
person,21,21,212.88,4.67,1.88,1.00
persona,18,18,1.49,11.33,2.87,1.00
personable,19,19,0.24,11.74,4.01,1.00
personage,18,16,0.22,13.06,3.09,0.89
personal,19,19,91.67,8.05,3.34,1.00
personality,19,19,15.90,8.68,3.09,1.00
personalize,18,18,0.29,10.17,2.48,1.00
personally,22,22,36.67,8.40,2.43,1.00
personhood,18,13,0.02,13.46,3.48,0.72
personification,19,19,0.25,13.74,2.84,1.00
personify,18,18,0.12,12.67,2.89,1.00
personnel,19,19,16.37,11.26,3.84,1.00
perspective,18,18,8.22,10.78,2.34,1.00
perspicacious,18,13,0.10,15.23,4.13,0.72
perspicacity,18,6,0.04,16.33,2.42,0.33
perspicuity,19,7,#N/A,15.71,1.89,0.37
perspicuous,18,10,0.10,13.90,3.14,0.56
perspiration,19,19,0.53,10.32,3.07,1.00
perspire,19,19,0.22,12.26,2.70,1.00
persuade,19,19,6.39,10.79,3.05,1.00
persuader,19,19,0.20,11.89,3.71,1.00
persuasion,20,20,1.96,10.90,3.04,1.00
persuasive,18,18,2.18,11.72,3.54,1.00
persuasiveness,19,19,0.04,12.11,3.91,1.00
pert,22,17,0.49,10.41,3.50,0.77
pertain,18,18,0.27,11.00,2.83,1.00
pertinacious,19,7,#N/A,16.57,3.05,0.37
pertinence,21,18,0.02,12.06,2.69,0.86
pertinent,19,15,1.18,13.93,3.03,0.79
perturb,19,19,0.04,11.11,4.18,1.00
perturbation,20,14,0.04,14.21,4.17,0.70
perusal,20,18,0.10,12.78,2.69,0.90
peruse,18,17,0.35,12.94,3.21,0.94
pervade,19,17,0.02,12.94,3.33,0.89
pervasive,18,17,0.31,14.82,4.46,0.94
perverse,19,18,1.29,13.11,2.65,0.95
perverseness,20,18,0.06,14.06,2.62,0.90
perversion,19,19,0.78,13.11,3.96,1.00
perversity,19,16,0.12,14.38,4.83,0.84
pervert,19,19,6.90,9.84,3.45,1.00
perverted,18,18,1.76,12.06,2.67,1.00
peseta,19,7,0.08,16.14,4.06,0.37
pesky,19,18,1.02,9.72,3.21,0.95
peso,19,17,0.25,11.94,3.80,0.89
pessimism,19,19,0.29,12.42,3.01,1.00
pessimist,19,19,0.51,12.53,3.08,1.00
pessimistic,19,19,0.59,11.63,2.81,1.00
pest,18,17,2.86,7.35,2.42,0.94
pester,18,18,0.53,7.39,2.55,1.00
pesthole,18,9,0.04,11.78,2.91,0.50
pesticide,19,19,0.35,11.63,3.17,1.00
pestiferous,21,6,#N/A,16.83,3.43,0.29
pestilence,20,17,0.59,13.06,3.40,0.85
pestilent,19,17,0.02,13.00,3.57,0.89
pestilential,19,14,0.06,13.50,3.80,0.74
pestle,19,15,0.61,13.00,2.67,0.79
pesto,21,20,0.49,13.80,5.61,0.95
pet,19,19,20.18,4.05,1.87,1.00
petal,18,18,0.88,6.33,2.66,1.00
petard,21,8,0.12,15.25,4.62,0.38
petite,19,19,1.06,9.42,3.15,1.00
petition,18,18,4.22,11.06,2.69,1.00
petitioner,18,17,0.47,13.18,2.86,0.94
petrifaction,19,15,#N/A,14.07,4.01,0.79
petrified,20,20,1.73,9.05,2.37,1.00
petrify,21,20,0.04,10.05,3.30,0.95
petrochemical,19,11,0.10,15.00,4.02,0.58
petrol,20,18,1.57,12.28,5.14,0.90
petrolatum,18,9,0.04,11.00,4.27,0.50
petroleum,18,18,1.25,11.11,3.14,1.00
petrology,18,8,0.02,13.88,3.44,0.44
petticoat,21,17,0.78,11.00,3.12,0.81
pettifogging,19,6,0.02,15.83,3.19,0.32
pettiness,19,18,0.16,12.72,3.74,0.95
pettish,18,4,#N/A,15.00,2.16,0.22
petty,22,22,8.59,10.23,3.24,1.00
petulance,18,10,0.10,13.70,2.41,0.56
petulant,19,14,0.31,13.21,4.66,0.74
petunia,22,21,2.08,8.86,2.99,0.95
pew,21,18,1.04,8.56,3.47,0.86
pewter,19,16,0.35,13.25,4.20,0.84
peyote,21,15,0.76,16.07,3.65,0.71
pfennig,18,4,0.04,14.75,5.44,0.22
phaeton,19,9,#N/A,11.64,4.94,0.47
phage,20,7,0.02,15.57,5.38,0.35
phalange,19,17,0.12,15.29,3.98,0.89
phalanx,19,14,0.14,14.00,4.44,0.74
phallic,18,15,0.29,15.07,2.96,0.83
phallus,19,17,0.10,14.24,2.77,0.89
phantasmagoria,18,6,0.02,17.50,0.55,0.33
phantom,20,20,4.08,8.35,2.74,1.00
pharaoh,19,19,2.20,8.26,2.26,1.00
pharisaic,21,5,#N/A,15.60,3.58,0.24
pharisaical,21,4,#N/A,14.00,2.45,0.19
pharmaceutical,18,18,2.04,13.39,3.79,1.00
pharmaceutics,22,22,#N/A,13.88,3.80,1.00
pharmacist,19,19,1.53,8.79,2.10,1.00
pharmacological,19,18,0.04,14.11,3.27,0.95
pharmacology,20,18,0.10,14.83,2.04,0.90
pharmacopoeia,19,5,0.08,16.00,3.08,0.26
pharmacotherapy,19,14,0.04,16.07,4.07,0.74
pharmacy,19,19,3.43,8.79,2.80,1.00
pharos,19,11,#N/A,13.91,4.11,0.58
pharyngeal,19,12,0.04,17.50,3.83,0.63
phase,1932,1930,12.33,9.40,2.88,1.00
pheasant,19,19,0.80,9.68,2.24,1.00
phenobarbital,21,10,0.22,17.90,3.07,0.48
phenol,19,12,0.10,15.33,3.82,0.63
phenolphthalein,20,7,0.14,14.71,5.02,0.35
phenomenal,18,18,2.31,10.50,2.43,1.00
phenomenological,18,11,0.04,15.18,2.23,0.61
phenomenon,18,18,4.59,11.94,3.21,1.00
phenotype,19,14,0.02,13.29,3.58,0.74
phenyl,18,11,0.02,14.00,3.13,0.61
pheromone,18,16,0.41,14.75,2.32,0.89
phi,19,14,0.90,13.36,3.46,0.74
phial,18,5,0.06,15.40,2.88,0.28
philander,18,15,0.04,14.20,2.93,0.83
philanderer,20,16,0.24,17.00,3.12,0.80
philanthropic,19,19,0.31,13.58,3.40,1.00
philanthropist,18,18,0.88,14.06,3.54,1.00
philanthropy,19,18,0.08,14.06,3.95,0.95
philately,18,6,#N/A,18.17,3.71,0.33
philharmonic,19,13,0.75,14.69,4.46,0.68
philistine,19,19,0.94,12.21,4.48,1.00
philodendron,19,13,0.12,12.85,3.91,0.68
philologist,18,8,0.08,14.50,4.54,0.44
philology,21,11,#N/A,15.54,5.85,0.52
philosopher,19,19,3.04,11.63,2.69,1.00
philosophic,18,17,0.08,14.06,2.51,0.94
philosophical,19,19,1.59,12.26,3.51,1.00
philosophize,18,17,0.10,13.82,3.43,0.94
philosophizer,19,17,0.02,13.59,2.67,0.89
philosophy,19,19,8.27,13.21,3.31,1.00
phish,18,13,#N/A,15.38,3.71,0.72
phlebitis,19,8,0.12,17.12,4.32,0.42
phlebotomy,18,12,0.02,14.08,4.29,0.67
phlegm,18,15,0.67,11.27,3.45,0.83
phloem,20,5,#N/A,13.60,4.62,0.25
phlox,18,7,0.49,14.57,6.16,0.39
pho,19,8,0.16,15.38,3.25,0.42
phobia,18,18,1.02,9.83,3.24,1.00
phobic,18,17,0.16,11.82,3.83,0.94
phone,19,19,269.73,4.11,1.49,1.00
phonetic,18,18,0.24,9.94,3.23,1.00
phonetics,18,17,0.10,10.94,3.83,0.94
phoney,1929,1907,3.12,8.85,2.98,0.99
phonics,19,19,0.10,8.79,2.78,1.00
phoniness,20,20,0.08,11.55,3.61,1.00
phonograph,18,17,1.10,9.18,3.92,0.94
phonographic,19,19,0.02,11.58,5.01,1.00
phony,19,19,8.25,7.58,2.59,1.00
phooey,21,18,1.16,7.78,3.92,0.86
phosgene,18,6,0.02,18.17,2.48,0.33
phosphate,20,20,0.43,13.40,2.66,1.00
phosphatic,19,10,#N/A,14.80,2.35,0.53
phosphor,19,15,0.02,14.67,3.62,0.79
phosphorescence,20,19,0.12,14.11,2.40,0.95
phosphorescent,19,18,0.12,12.06,4.43,0.95
phosphoric,18,15,0.02,14.93,3.31,0.83
phosphorous,22,20,0.24,11.15,3.28,0.91
phosphorus,20,19,0.67,13.74,3.60,0.95
photo,19,19,22.84,5.16,1.89,1.00
photochemical,22,18,0.02,14.00,2.50,0.82
photocopier,18,18,0.04,10.22,4.04,1.00
photocopy,18,18,0.29,11.00,3.12,1.00
photodynamic,19,13,0.02,14.85,3.13,0.68
photoelectric,19,15,0.12,12.87,2.26,0.79
photoelectron,19,16,0.02,14.69,2.21,0.84
photogenic,18,18,0.59,11.61,3.45,1.00
photograph,19,19,11.35,6.68,2.71,1.00
photographer,19,19,9.12,7.74,2.96,1.00
photographic,18,18,1.90,8.50,2.60,1.00
photography,19,19,3.88,7.84,1.77,1.00
photojournalism,18,18,0.04,13.56,3.05,1.00
photojournalist,19,19,0.10,12.63,3.40,1.00
photomontage,19,17,0.02,13.35,3.33,0.89
photomultiplier,20,13,0.02,15.92,3.17,0.65
photon,19,18,0.53,12.61,3.35,0.95
photoperiodic,19,13,0.02,16.00,3.85,0.68
photophobia,18,13,0.10,14.77,2.55,0.72
photoplay,18,12,0.08,13.58,4.94,0.67
photosensitive,18,17,0.04,12.71,3.02,0.94
photosynthesis,18,18,0.22,10.67,2.91,1.00
photosynthesize,18,18,0.02,11.44,2.94,1.00
phototropism,19,8,0.02,14.62,4.47,0.42
photovoltaic,19,10,0.02,15.90,3.67,0.53
phrase,18,18,9.10,8.44,3.60,1.00
phrasebook,19,17,0.04,11.88,4.01,0.89
phrasemaker,19,14,0.02,12.43,2.77,0.74
phraseology,21,14,0.06,16.29,5.00,0.67
phrasing,21,21,0.25,11.62,3.53,1.00
phrenologist,18,8,0.12,16.50,2.83,0.44
phrenology,20,10,0.12,16.80,3.97,0.50
phylum,18,13,0.14,13.23,3.44,0.72
physic,19,18,0.25,11.61,2.33,0.95
physical,19,19,27.18,8.16,2.54,1.00
physicality,21,21,0.25,13.81,4.77,1.00
physician,19,19,6.14,8.68,2.63,1.00
physicist,22,20,1.35,12.90,3.13,0.91
physics,22,22,9.45,11.68,2.85,1.00
physiognomic,19,6,0.02,16.17,1.17,0.32
physiologic,18,16,0.02,15.19,2.81,0.89
physiological,18,18,0.63,12.33,2.93,1.00
physiologist,19,19,0.10,15.32,3.94,1.00
physiology,18,18,0.96,13.44,3.09,1.00
physiotherapy,22,15,0.04,17.40,4.15,0.68
physique,19,19,0.65,11.89,2.26,1.00
pi,18,16,3.67,11.94,3.00,0.89
pianissimo,19,14,0.08,10.57,3.44,0.74
pianist,18,18,1.69,7.94,3.11,1.00
piano,18,18,24.86,5.50,2.04,1.00
pianoforte,18,13,0.24,12.38,4.68,0.72
piaster,21,1,#N/A,15.00,NA,0.05
piazza,20,16,0.49,13.06,4.30,0.80
pica,20,11,0.08,16.18,4.85,0.55
picador,19,9,0.02,17.11,4.01,0.47
picaroon,18,7,0.06,15.57,4.93,0.39
picayune,18,4,0.06,15.75,4.50,0.22
piccalilli,18,10,0.04,16.10,3.84,0.56
pice,21,1,0.02,14.00,NA,0.05
pick,19,19,198.39,5.26,2.31,1.00
pickaninny,18,10,0.14,10.80,4.61,0.56
pickax,18,14,0.22,9.79,3.75,0.78
picker,21,21,0.61,8.05,2.77,1.00
picket,19,19,2.22,10.79,2.82,1.00
pickle,19,19,4.61,6.05,4.29,1.00
pickled,20,20,1.49,9.30,3.44,1.00
picklock,18,16,0.02,11.69,3.79,0.89
pickoff,18,14,0.02,9.64,3.08,0.78
pickpocket,19,19,0.75,9.37,2.73,1.00
pickup,19,19,7.63,7.05,3.89,1.00
picky,19,19,2.18,5.74,2.45,1.00
picnic,19,19,11.69,5.53,1.78,1.00
picnicker,19,19,0.02,8.42,4.10,1.00
picot,18,6,#N/A,15.33,2.73,0.33
pictogram,18,16,0.02,11.75,4.37,0.89
pictograph,20,17,0.02,12.88,3.24,0.85
pictographic,20,17,0.06,12.71,4.19,0.85
pictorial,19,19,0.20,12.89,3.71,1.00
picture,19,19,138.45,4.05,1.31,1.00
pictures,18,18,68.18,5.11,2.03,1.00
picturesque,20,18,0.49,13.06,2.55,0.90
piddle,19,18,0.10,8.33,3.69,0.95
piddling,18,15,0.12,11.20,3.55,0.83
pidgin,19,7,0.06,9.57,4.86,0.37
pie,18,18,28.75,3.67,1.64,1.00
piece,19,19,124.49,4.89,1.70,1.00
piecework,21,20,0.10,12.30,3.44,0.95
pied,20,14,0.37,11.86,5.11,0.70
pier,18,18,6.55,9.56,1.89,1.00
pierce,20,20,25.75,8.08,2.67,1.00
piercer,19,17,0.06,11.88,2.52,0.89
piety,18,15,0.57,12.60,4.52,0.83
piffle,19,8,0.27,13.38,3.46,0.42
pig,19,19,39.14,3.84,2.03,1.00
pigboat,19,4,0.08,9.50,1.91,0.21
pigeon,19,19,5.90,6.21,2.92,1.00
pigeonhole,20,18,0.08,11.22,2.71,0.90
piggery,18,11,0.02,11.27,4.61,0.61
piggy,18,18,4.41,4.67,2.95,1.00
piggyback,18,18,1.08,5.00,2.30,1.00
piggybank,22,22,#N/A,5.51,3.56,1.00
pigheaded,19,19,0.67,8.95,3.15,1.00
piglet,19,19,2.12,5.68,2.94,1.00
pigment,18,18,0.29,11.06,1.98,1.00
pigmentation,18,18,0.31,12.39,2.87,1.00
pigmy,19,15,0.08,14.53,2.83,0.79
pigpen,22,21,0.31,5.95,2.13,0.95
pigskin,19,18,0.39,8.39,2.66,0.95
pigsty,19,19,0.84,8.16,3.70,1.00
pigswill,19,10,0.02,12.50,4.01,0.53
pigtail,18,18,0.16,5.89,2.56,1.00
pigtailed,19,17,0.04,6.29,3.57,0.89
pike,20,18,4.59,12.06,3.11,0.90
piker,19,12,0.20,12.33,1.83,0.63
pikestaff,19,10,0.04,13.90,3.93,0.53
pilaf,18,16,0.20,12.25,3.73,0.89
pilchard,21,2,#N/A,15.00,7.07,0.10
pile,19,19,13.18,5.79,2.70,1.00
pileup,19,19,0.78,8.84,3.27,1.00
pilfer,18,17,0.02,11.18,3.11,0.94
pilferage,20,17,0.12,14.76,5.18,0.85
pilferer,19,14,0.02,15.00,1.80,0.74
pilgrim,19,19,3.69,6.26,1.41,1.00
pilgrimage,20,18,1.14,10.50,3.11,0.90
pill,18,18,11.82,6.06,2.29,1.00
pillage,19,17,0.61,11.41,2.79,0.89
pillar,19,19,1.59,8.26,3.43,1.00
pillbox,20,20,0.49,9.30,3.70,1.00
pillion,19,7,0.02,15.00,1.91,0.37
pillory,19,9,0.10,15.78,2.49,0.47
pillow,19,19,11.39,3.47,1.35,1.00
pillowcase,20,20,0.65,5.15,1.95,1.00
pilot,19,19,26.67,6.32,2.21,1.00
pilothouse,20,12,0.08,11.33,3.34,0.60
pilotless,18,15,0.02,11.13,3.38,0.83
pimiento,18,14,0.02,10.93,4.43,0.78
pimp,18,18,8.63,12.78,2.56,1.00
pimple,21,21,1.67,9.57,3.14,1.00
pimpled,21,20,0.04,9.65,2.16,0.95
pimply,18,14,0.24,11.36,3.00,0.78
pin,19,19,16.37,4.53,1.39,1.00
pinafore,20,14,0.08,13.86,3.63,0.70
pinball,19,19,1.53,6.95,1.93,1.00
pincer,18,13,0.25,10.85,4.12,0.72
pinch,18,18,6.12,5.50,2.28,1.00
pinchpenny,18,15,0.02,11.40,3.48,0.83
pincushion,18,18,0.18,8.56,2.15,1.00
pine,19,19,6.20,5.53,2.14,1.00
pineal,19,9,0.35,15.89,2.71,0.47
pineapple,20,20,2.55,6.25,1.83,1.00
pinecone,18,18,0.25,4.61,2.06,1.00
piney,19,11,0.16,11.73,6.18,0.58
pinfeather,18,9,#N/A,12.00,3.67,0.50
ping,18,17,3.29,8.76,3.60,0.94
pinhead,20,19,0.84,10.37,3.04,0.95
pinheaded,19,19,0.02,10.68,4.33,1.00
pinhole,19,17,0.24,8.71,4.45,0.89
pinion,18,9,0.16,14.67,2.50,0.50
pink,20,20,28.47,3.80,1.61,1.00
pinkeye,21,21,0.04,8.71,4.67,1.00
pinkie,19,19,1.67,3.21,1.40,1.00
pinkish,18,17,0.08,8.12,3.41,0.94
pinnacle,19,18,0.43,12.67,3.38,0.95
pinnate,21,3,#N/A,16.33,3.79,0.14
pinochle,19,13,0.53,12.46,3.86,0.68
pinot,18,13,0.63,15.62,3.25,0.72
pinpoint,19,19,1.80,9.68,3.27,1.00
pinprick,19,18,0.16,8.89,2.97,0.95
pinscher,19,10,0.02,11.80,2.35,0.53
pinstripe,19,19,0.20,9.89,2.21,1.00
pint,19,19,3.27,8.37,3.42,1.00
pinto,20,19,0.84,9.00,2.40,0.95
pintsize,19,18,0.02,7.61,2.57,0.95
pinup,19,18,0.55,10.94,2.82,0.95
pinwheel,19,19,0.14,7.63,2.73,1.00
pioneer,18,18,2.08,7.56,1.65,1.00
pious,19,16,0.94,12.81,3.08,0.84
pip,20,15,2.57,10.69,5.73,0.75
pipe,18,18,19.39,8.17,2.23,1.00
pipeline,19,18,2.24,10.06,4.36,0.95
piper,21,18,30.47,7.91,4.20,0.86
pipette,20,18,0.02,13.72,2.08,0.90
piping,20,19,0.71,9.95,4.56,0.95
pipkin,21,5,0.10,16.60,5.68,0.24
pipsqueak,18,17,0.43,6.88,2.67,0.94
piquancy,18,6,0.04,13.17,5.53,0.33
piquant,18,11,0.20,15.00,4.49,0.61
pique,18,17,0.25,12.59,2.83,0.94
piquet,20,10,0.16,16.60,2.99,0.50
piracy,19,19,0.80,10.63,3.00,1.00
piranha,19,19,1.18,8.74,2.58,1.00
pirate,18,18,7.35,6.50,2.57,1.00
piratical,19,11,0.04,12.27,3.44,0.58
pirouette,21,13,0.29,10.85,3.63,0.62
piscatorial,19,4,0.06,15.25,3.59,0.21
piscine,18,5,0.04,17.20,3.96,0.28
pismire,18,7,0.02,16.43,3.51,0.39
piss,18,18,23.59,7.56,3.26,1.00
pisser,21,20,0.57,11.80,3.32,0.95
pistachio,19,19,1.51,8.74,2.31,1.00
pistil,21,13,0.10,10.31,3.45,0.62
pistillate,18,6,#N/A,14.33,1.63,0.33
pistol,18,18,10.06,7.28,1.64,1.00
piston,19,19,1.18,10.37,2.89,1.00
pit,21,21,13.22,6.14,2.37,1.00
pita,19,18,1.12,12.00,5.94,0.95
pitch,19,19,15.53,6.42,3.01,1.00
pitchblende,18,3,0.12,16.67,6.03,0.17
pitcher,19,19,3.24,6.42,2.22,1.00
pitchfork,18,18,0.69,6.89,2.37,1.00
pitchman,19,18,0.10,11.67,3.94,0.95
piteous,20,18,0.16,13.00,3.07,0.90
pitfall,19,18,0.02,12.61,4.34,0.95
pith,19,16,0.20,12.94,4.54,0.84
pithecanthropus,20,8,0.16,17.62,2.07,0.40
pithy,18,14,0.39,13.14,3.86,0.78
pitiable,18,12,0.14,13.17,3.21,0.67
pitiful,20,20,3.84,8.80,1.94,1.00
pitiless,18,18,0.12,11.50,2.98,1.00
pitman,22,15,0.08,10.97,3.01,0.68
piton,20,13,0.12,13.00,3.56,0.65
pittance,19,15,0.25,12.00,2.62,0.79
pitter,20,14,0.08,11.21,2.26,0.70
pituitary,18,16,0.63,13.06,2.93,0.89
pity,18,18,23.51,8.72,3.44,1.00
pivot,19,18,0.45,10.78,4.75,0.95
pivotal,19,16,0.86,12.00,4.75,0.84
pix,19,12,0.14,12.50,6.10,0.63
pixel,19,18,0.14,13.72,4.08,0.95
pixie,19,18,0.82,7.72,4.14,0.95
pizza,18,18,33.51,4.67,2.59,1.00
pizzazz,20,18,0.57,12.33,4.16,0.90
pizzeria,19,19,0.41,9.47,3.85,1.00
pizzicato,19,5,0.12,14.20,3.49,0.26
placard,18,11,0.12,12.27,4.47,0.61
placate,18,15,0.37,13.60,2.44,0.83
place,19,19,602.67,4.95,1.96,1.00
placebo,19,18,0.73,11.89,2.78,0.95
placeholder,19,18,0.10,10.56,3.60,0.95
placekicker,20,14,0.04,10.79,3.07,0.70
placement,19,19,1.92,9.32,2.77,1.00
placenta,18,18,0.47,12.06,3.87,1.00
placental,19,14,0.04,15.29,2.87,0.74
placer,18,15,0.08,10.60,2.90,0.83
placid,19,19,0.57,13.11,4.25,1.00
placket,21,5,#N/A,13.20,3.11,0.24
plagiarism,19,18,0.35,11.28,1.74,0.95
plagiarist,19,17,0.02,13.06,2.41,0.89
plagiarize,21,21,0.04,12.24,3.39,1.00
plague,19,19,8.31,9.26,2.62,1.00
plaice,18,6,0.04,14.00,4.24,0.33
plaid,19,18,1.61,8.56,3.47,0.95
plain,19,19,21.82,7.37,3.04,1.00
plainclothes,18,17,0.55,9.76,4.28,0.94
plainclothesman,20,17,0.02,13.06,3.01,0.85
plainness,19,18,0.04,9.78,3.04,0.95
plaint,21,14,0.02,12.00,3.84,0.67
plaintiff,19,18,3.67,12.33,3.87,0.95
plaintive,20,18,0.12,13.50,2.01,0.90
plait,18,8,0.55,13.00,1.41,0.44
plan,18,18,145.73,6.78,2.88,1.00
plane,19,19,95.53,4.95,2.30,1.00
planeload,18,16,0.06,9.88,3.59,0.89
planer,18,14,0.10,9.14,3.84,0.78
planet,18,18,38.73,6.67,2.38,1.00
planetarium,19,19,0.39,9.63,2.89,1.00
planetary,18,18,1.08,10.33,3.73,1.00
planetoid,19,13,0.04,13.38,3.82,0.68
plank,19,19,2.04,7.84,2.81,1.00
plankton,20,19,1.57,11.21,2.20,0.95
planner,19,19,1.63,9.05,2.63,1.00
plant,19,19,27.61,3.95,1.65,1.00
plantain,22,20,0.02,12.80,4.49,0.91
plantar,19,15,0.08,14.27,3.81,0.79
plantation,18,18,3.33,9.72,3.25,1.00
planter,19,19,0.63,7.68,2.08,1.00
plaque,18,18,2.08,7.39,1.94,1.00
plasm,18,16,0.04,13.25,3.51,0.89
plasma,19,19,4.98,13.05,4.01,1.00
plasmid,19,10,0.02,14.60,3.86,0.53
plaster,19,19,2.63,9.16,4.44,1.00
plasterer,18,18,0.12,11.22,3.46,1.00
plastic,19,19,18.76,5.11,1.73,1.00
plasticity,20,20,0.08,12.05,3.61,1.00
plasticizer,19,6,0.02,16.83,1.60,0.32
plat,18,8,0.08,14.50,5.42,0.44
plate,19,19,25.65,3.84,1.26,1.00
plateau,19,19,0.57,9.74,2.38,1.00
plateful,19,18,0.06,8.06,3.51,0.95
platelet,19,17,0.10,12.53,2.87,0.89
platen,21,3,#N/A,17.00,1.00,0.14
platform,18,18,6.14,7.83,1.95,1.00
plating,18,17,0.43,11.71,4.24,0.94
platinum,19,18,2.41,12.28,4.44,0.95
platitude,18,16,0.02,12.94,2.86,0.89
platonic,18,16,1.22,13.12,3.48,0.89
platoon,18,18,7.22,12.33,2.91,1.00
platter,19,19,2.92,8.68,3.22,1.00
platypus,19,17,0.06,7.71,2.59,0.89
plausibility,18,18,0.08,11.33,3.24,1.00
plausible,19,19,1.63,12.79,2.07,1.00
play,20,20,354.53,4.10,2.59,1.00
playa,18,13,0.43,14.23,2.98,0.72
playable,20,20,0.06,7.35,1.60,1.00
playact,18,17,0.02,10.82,3.43,0.94
playback,18,18,1.47,8.50,2.04,1.00
playbook,20,20,0.88,10.60,3.19,1.00
playboy,19,19,4.24,12.21,2.53,1.00
player,18,18,37.76,6.89,3.27,1.00
playful,18,18,1.16,6.22,2.76,1.00
playfulness,20,20,0.14,7.75,2.20,1.00
playgirl,19,19,0.22,13.16,3.15,1.00
playground,18,18,5.10,4.28,1.60,1.00
playhouse,18,18,0.65,5.17,2.36,1.00
playlist,18,18,0.08,14.44,3.99,1.00
playmaker,21,19,0.12,11.68,3.74,0.90
playmate,19,19,1.24,5.21,1.93,1.00
playoff,19,19,0.61,9.00,2.56,1.00
playpen,18,17,0.69,4.41,2.29,0.94
playroom,18,18,0.80,6.11,4.32,1.00
playsuit,18,14,0.02,8.64,3.91,0.78
plaything,18,18,0.49,8.17,3.54,1.00
playtime,21,21,0.94,4.24,1.51,1.00
