essay_id,essay_set,essay,rater1_domain1,rater2_domain1,rater3_domain1,domain1_score
1611,1,"Dear Local Newspaper, Computers are very important to some people. Everyone uses them or has used them before. It isn't bad to own a computer because you can still excersise and be able to do the things you do everyday. Lets say that you need to look something up, the thing you always go to for information is a computer. People in schools, industries, and in homes use it all the time. Teenagers will usually go on the computer to talk to friends or maybe play games, I know I do. It's so they don't waste their time being bored all day. Excersising and being active is indeed very good for teenagers to really look into, but even though they do that, they don't push away the computer. It will always be there when they don't have anymore homework or when they finish running around the neighborhood with their friends. I can't imagine what my life would be like coming home from soccer practice and done with my homework and the computer or @CAPS1 is one of the first places I run to so I can just sit back and relax. Computers should be known as our friends. They won't hurt us. They just give us what we need and want. Reaserch is a good example because everyone uses the computer to find whatever it is that people are looking for on it. And if they're done with reaserching they can have a little fun by games and friends. But I believe that the main purpose for computers is information. Whenever I get home from school, I finish my homework and stretch a little for cheerleading then whatch @CAPS1 or go on the computer so i'm not bored. It's not that i'm not active because I'm not working out or excersising. It's because I have nothing to do, so why not make my time occupied? Everyone does it so I'm not the only one. Yes, computers are just this square box with a keyboard, but if you don't push it away from peoples common lives than you can see that they aren't what you say they are and they won't rot peoples brain or anything. The reason they are in an office or living room or bedroom is because people like them and uses them for their needs.",4,4,,8
1612,1,"Dear Newspaper, @CAPS1 do @CAPS5 do when @CAPS5 need to write a report? Or talk to a buisness partner, friend, or family? @CAPS3 computers help us do all of that. The eletronic wonder improves are lives everyday. Yet some people refuse to accept computers are now apart of every day life. Computers help us communicate, research different topics, and have just plain fun things to do. Computers make it easy to communicate. Things like ""@CAPS2"" and ""facebook"" let us talk with each other. Some @MONTH1 contest ""@CAPS3, use a phone or go out."" @CAPS1 if they're away on a trip, or live thousands of miles away? With computers everything is easier. Computers allow us to reserch topics @CAPS5 need for classes or work. ""@CAPS5 can get alot of detailed information from thousands of sites. Sceptics might ask the question ""@CAPS6 not go to a library."" Some of us might prefer to stay at home. Another reason is, that it maybe snowy, or the library is closed. @CAPS1 ever the reason, computers make reserch fast and easy. Computers also fulfill a great need to entertain ourselfs. Games sites like ""facebook"" have become very popular. They can provide us with emotional release from the everyday world. A pontential argument might you ""@CAPS6 go outside?"" The weather could for bad and your sick. Computers are fun, education and a communication wonder. should find the good in computers and @CAPS1 they could do for there.",4,4,,8
1613,1,"Dear Newspaper, I think that computers have a positive affect on society because it gives a lot of information, it has lots of fun games and music, and it informs you about issues in the world and communities. The first reason I think that computers have a positive affect on society is because its gives you lots of information. If you need to do projects and research, what better way to do them than on a computer. You can search all kinds of people like the presidents of the @LOCATION1, celebrities, and people that made a change in the world. You can also look @CAPS5 and study different kinds of plants and animals, and you can find fasmating experiments to do. The second reason I think that computers have a positive affect on society is because it has lots of fun games and music. You can go on the @CAPS1 channel website and play lots of diffrent games from your favorite t.v shows. They also have learning games on test prep fun where you can play games to help you do well on your @ORGANIZATION2 such as comprehension clinic. The computer also has lots of music that you can listen to. You can listen to @ORGANIZATION1's album. I am @PERSON1 before You @CAPS2 it, or @PERSON2 @CAPS3 @CAPS4 @CAPS5 @CAPS6 @CAPS7 before buying the @NUM1 songs. The fina; reason I think that computers have a positive effect on society is because it gives you information about issues in the world. You can go on a computer and search @CAPS5 natrual disasters like @CAPS8 earthquake, @CAPS9 earthquake, or information about the tsunami that @MONTH1 hit @LOCATION2. You can search @CAPS5 @CAPS10 @PERSON3 and get information. You can search your favorite artist and see what their albums gonna be like or you can search @CAPS5 issues in your community. That is why I think computers have a positive affect on society because it gives information it has lots of games and music, and it talks about important issues.",5,4,,9
1614,1,"Dear @CAPS1 I think that computers are beneficial to our society for example, computers are very helpful to everybody. Computers alsi travel nows faster. And they can teach us new things. I am not saying computers don’t have their downs, but, computers also have their ups. Computers are very helpful in many ways. They help people find lost fmaily members, and they help police officers find many criminals. Haven't you lost soemone in your family, or haven't spoken to them in years and always wanted to find them and get back in with them? Well that's what computer are for. Aslo haven't you been concern about the many criminals on the street, and wanted to get them of the streets and in jail where they belong but didnt have a way to do that? Computers  help. Haven't you notice that computers are  help police many women in the present time? Computers  people in the , but they help travel fastre for example say you heard there was hurricane or tornado and you needed to find out how . All you have to do is on the computer and look it up. Also, there an earthquake in @LOCATION1 and the didn't information to help you. You would just go on the computer and find all the information you need. COmputers are of many things for they you. Computers teach you alot, like hand-eye cordiantion. Think about it, you might on hte computer that, but it helps. If you yourself while you are on the comp[puter you would start to see that you are typing fastre and learning where all the letters are on the keyboard now, then when you saw your first computer. Computers though, not only teaches you hand-eye cordination but it also teaches you of many wonder places. Such as @CAPS2 falls, rain forests etc. Now, dont get me wrong, @CAPS3 not saying that computer dont their downs and that people dont take advantage of computers. but, I am saying that they help society alot. They travel news fatser. Also they taught alot to people. So take my opinion into consideration. And think about how much computers have done for you.",5,4,,9
1615,1,"Dear @CAPS1 @CAPS2, I am a @ORGANIZATION1 who believes that computers have a positive effect on people for one computed help promote hand-eye coordination. @CAPS5 there is the fact that computers also help teach people about distant places and people without leaving they're home. @CAPS6 computers also allow people to talk to each other via the @CAPS3. What would we do without computer! My fist reason why I believe that computer are a good thing is hand-eye coordination. According to @PERSON1 of the @ORGANIZATION3 of the eye @CAPS4 you have to watch what keys you are using when typing, your brain builds a connection with your hand, thus better eye hand coordination, ""@CAPS5 there is the fact that millions of @LOCATION1 are in car acidents a year, wich @PERCENT1 are cause by the fact that the driver of a vehicle had to look down at the whey to make that they kept thier car. On that road, this being that they have no eye hand coordination, @CAPS6 I that it computers were in the of every person in the world there would be less acidents a year. Secondly there is the fact that a computer can transport somebody in there mind. to a distant and or person. A study at @ORGANIZATION2 showed that @PERCENT2 of people surveyed can find information on the @CAPS3 faster than they can in a @CAPS7 there is the fact that a child of any age can use a computer to find the specific information it needs in a matter of seconds. @CAPS6 I have observed that children know how to use the @CAPS3 but not a dictionary or encyclopedia, @CAPS6 there is the fact that people can contact and talk to people through the @CAPS3 for one this allows you to contact a long lost friends. @CAPS5 there is the fact that you can talk to theme @CAPS5 @CAPS6. There is the fact that you can contact someone halfway around the globe just with your @CAPS3. How cool is that @CAPS9 reading this letter and sharing it to your company I believe that you should support my cause. This is @CAPS4 computers improve hand-eye coordination, link people to other people and places and @CAPS6 allow people to talk via the @CAPS3.",5,4,,9
1616,1,"Dear @ORGANIZATION1 @CAPS1, Computers have advanced our world so far into the future that practically everything is just a click away. Experts are awed that over the years, computers have helped billions of people get jobs done foster and smoother than ever before. Technology has helped doctors find new cures for patients, and diagnose their sicknesses in a more advanced way. Thousands of professions require the limitless knowledge of the internet, and computers continue to advance and redefine our way of living. Furthermore, kids of all ages benefit from modern computers. As technology becomes more user-friendly, children have adapted to computers giving them answers to all of their questions. As a student at @ORGANIZATION1, I have found that computers are vital in everyday assignments. Essays are now typed and not handwritten and projects are displayed on flash drives, not posterboard. Those advances have shaped our lives, and made everything much easier. Also, foreign places become closer to home, when computers allow you to virtually visit hundreds of different countries. With modern technology, the world is better connected and united. In addition to students, doctors also greatly benefit from computers. Technology has re-shaped the medical world dramatically with x-rays, @CAPS2's, surgeries and medicines. Amazingly, computers allow doctors and nurses to look at patients in a whole new way. Hospitals organize all records digitally to help give the right treatments patients. @PERSON1, the head surgean at @ORGANIZATION2 says, ""@CAPS3 technology, our @ORGANIZATION2 would be useless. We wouldn't be able to do anything."" @CAPS4 @PERSON1 is well-spoken, he makes a very important point. Computers are the building blocks of our medical world. Scientific studies have shown that the internet has brought people closer than ever before. Families separated by thousands of miles now have the ability to email, chat or even video chat with far away relatives and friends. Email has especially played a huge roll in our society, so as to help millions of people communicate when needed. Infact, over @NUM1 million jobs rely on email to communicate important business information. @CAPS3 the aid of technology, our economy would rapidly as communication countries failed to exist. Computers are essential to our culture. I strongly urge you to consider my opinion on the benefits of modern technology and think of all the people computers have helped. Our culture is now bigger, better, faster and stronger, thanks to the help of technology today. Knowing this, I vehimently suggest you educate others in the benefit of technology and play your part in advancing our way of living.",4,5,,9
1617,1,"Dear local newspaper, I feel that the people using computers benefits our society. I feel this way because computers give people the ability to learn about far away places: and people have educational websites, and even allow people to talk online with other people. First of all computers give people the ability to learn about far away places and people. When I was in sixth grade I had to do a project on @ORGANIZATION1 didn't know anything about him. But, luckily we have computers so I was able to @ORGANIZATION2 on a computer and found a wodd or information on him and got an a plus on the project. Also, when I was in fourth grade I had to do a project on @LOCATION1. I went on a computer went on @CAPS1.com a get lots of imformation and got on a plus. The second reason computers are benefitial to the society is because computers have educational websites. Computer technologist @PERSON1 saids, ""@CAPS2 percent of the computers websites are educational. I also remember when i was in seventh grade the whole class went on @CAPS3. com and were able to learn math and have fun at the same time. Last but not the least, computers allow people to talk with other people from around the world. Theres a website calle myspace.com and it allows me and other people to talk online around the world. I asked my class and ninety percent of them go on myspace.com. On the other hand the computer does have cons. Some kids go on unprohibited websites that are not for minors. Theres a website called @NUM1.com and it has shooting and killing games that are not for kids. Also, some people are computer addicts who stay on computers almost twenty four seven. Now, you know my reasons, why computers are good to the society, they give people the ability to learn about far away places and people, have educational websites, and even allow people to tlak to other people online. What is your choice in these actions. ",4,4,,8
1618,1,"Dear local newspaper I've come across this letter I saw about the technology of computers and how it's affecting people lives. I think the computer is a great of learning. It’s a new way to study and do other things to learn in a fun way. My opinion is when you have to for a test, quiz or anything if can become boring. I like to study in a fun way that will to my head and I want it when is the computer to have I learn alot from the computer when im at home. my mam & dad think i spend alot @CAPS1 I do sometimes but half the time im studing test. Now i would like to the time to talk about is mentally when you go to learn. Physicly preasure or everything to You can learn different as well just log on to this has to choose them. Lastly family and friends. Family and friends are important websites like @CAPS2, facebook, aim and @CAPS3't that cool. Thats the beauty of computers and technology letting you do alot of things with only using on device. Thank you for giving me the oportunity to say my opion and what I think. I hope you take my letter and into consideration.",4,4,,8
1619,1,"Dear @LOCATION1 news paper I have over heard this debate on weather computers are good influinces on people or not. I am sending you this message to state my opinion on the matter and in my opinion I think the computer has very good efects on people. Not only dose it have a good effect on people it also effects companies places and governments. There are many reasons why it has a good effect on people but the first and maybe one of the most important is it is an amaizing learning tool. When people are on the internet they could learn just about anything they want to on the giant mass of information we call the internet. It not only dose this but people learn how to do things through simulators from flying a plane to driveing a car. There is even more learning ability on the internet because a lot of people get home schooled on it through the internet and this @MONTH1 be an important part of their education because they might not be able to go to school because they are alway on the road or they move a lot of whatever their reason is. The computer is an important part in the invancement of the people's education. Not only can people use the computer in education but it is used as a tool in many ways, lets say your making a movie and need special effects they will use of photo shop or you need to collect and store changing information like lets say you want to stack you can always or down on a computer. Even if you were a construction worker you could your blue prints with pinpoint accuracy. Another less important thing about the computer is it gives many people entertainment. Lets you come home your bored you have nothing to do play a video game look around on the internet, it is also an important way of getting their music and or videos. This also effects many buissness and if the buissness go under becaus people werent moving ther stuff a lot of jobs will be lost and that is the last thing we need. The government also relies highly on the internet. They need it to make plans, save soldiers, and comunicate with other countries. And last but not the least we have the fitness and wellfare of the people useing computers. All I can really say to that is it is their decision. If they get off they can and if they won to sit there and waste or ",4,5,,9
1620,1,"Dear Local Newspaper, The question everyone is asking if computers benfit society? I believe that computers don’t because you can’t get exercise if youre always on the computers and @CAPS2's really hard to enjoy nature too. Another reason comuters don't benefit society is that you aren't interacting with friends and family. hopfully I have encouraged you to not use computers as much and go have fun with your family. If you are always on the computer how are you going to get exercise? @CAPS2's proven that more than half of united states of @CAPS1 is over weight. Exercising is more important than using the computer and knowing that you could be doing something use that you know is better wouldn't you do @CAPS2? Interacting with poeple is important to do because you can meet new people and if you don;t then you might learn to be shy and not make as much friends as you like @CAPS2's true taht oyu can make new friends over the computer but @CAPS2's not the some meeting them in person. Also if you do make a ""friends"" over the internet, you don't know if they are a stalker or a murderer. I urge you to go out and meet new people and not on the internet. knowing that you are better off not using the computer and being with the poeple you like, wouldn't you do @CAPS2? Yes you can play games on the computer but @CAPS2 would be ebtter if you play @CAPS2 with your fmaily. To answer the question everyone is asking I believe that computers don't benefit society at all and hopfully I have encouraged you to believe this too. ",3,4,,7
1621,1,"Dear @CAPS1, @CAPS2 you belive that the advances in our technology are not good for our society you must be misunderstanding computers have a positive affect on the people in our community by giving us well hand and eye coordination and giving us the ability to seek and find information to learn. It can also allow people to communicate online with others. Hand and eye coordination is an important thing that helps us everyday. @CAPS2 new technology such as computers, can help us with that skill, we should use it. @PERSON1 of @ORGANIZATION1 says, ""Computers do help us a lot; almost @PERCENT1 of active computer users do improve their hand and eye coordination just by using the computers for a small amount of time everyday."" @CAPS3 and education are essential, especially now; the more you learn, the better salary you get. With this new technology, you can earn degrees and learn in a short period of time. My aunt got her @CAPS4 online about six months ago, and just because of that, got promoted at her job. Gaining valuable @CAPS3 online doesn't just go for adults but children as well. @CAPS2 they have a report on @CAPS5 or need some help on their homework, these new technologies are one of the most effective, fastest ways to learn and find information. @PERSON2, a doctor that specializes in @CAPS6 emotions/feelings says in the @CAPS6 @CAPS7 @CAPS8 last month that, ""in this new millenium, preteens and teenagers simply love the new advances in technology, and @CAPS2 we want them to learn, then we can take this tool and have them use it."" Computers are also a great way to communciate it's fast and easy. I have an uncle who lives in @LOCATION1, and we rarely get to see each other due to the distance, som we catch up by messaging each other by social netwroks or emails. It's even free, unlike the costly long distance calls. The communication is also great for businesses. A company can reach out and contact their customers to reschedule an appointment, give receipts, advertist and many other things. Computers are essential and effective techorlogy that are use by people around the country and world. They improve hand-eye coordination, allow people to gain @CAPS3 and education, and gives people opportunity to communicate with others. this is another great and useful step in our communities around the world.",5,5,,10
1622,1,There are many reasons that computers are a good thing for the world. They let us learn about far away places without us even having to leave our homes. Another reason why computers are so important is we can talk to our family without having to even travel if they live in another country or another state or even if they are your neighbors. Lastly they teach us hand-eye cordination that is a much needed skill that can help you get through life. The fantastic thing about computers are that we can learn about far away places without having to leave the comfort of our home. People of all different countries @MONTH1 be inquestitive about where they came from. They @MONTH1 also wonder how other countries are doing goverement wise or even economic (stocks). All of this is possible and much quicker then watching the news or weather channel. Computers allow us to search the web and arm ourselves with knowledge. The marvelous things about computers is the speed of them. You could be waiting for a stock update on the news channel and wait maybe ten or even twenty minutes. However if you go on your computer and use the internet it makes you life much easier and the faster you can look up somes part of knowledge the faster you might be able to make dinner or even enjoy a nice walk outside and breathe in the nice icy crisp cold air. Also radios and television stations might be a little of with their accuaracy. Maybe a minute later there is a suicide bombing that you might like to know about or the stock might go up one-hundred points or go down one-hundred points. This is all valuable information that people would want to be one-hundred percent accurate. Secondly you can stay in touch with your family even if they live in a different country or in a different state. With webcams that are attachable to some computers or some that are embedded within the computers you can talk to them. My grandma was in the hospital once and I wasn't allowed to see her since I was to young. Since the technology of webcams were invented I was able to see her on the screen instead of seeing her in real life but at least i was able to see if she was doing okay. Webcams are a could way also in discussions. Such as you and your friend are joking and she says something you think is rude but you can't tell that she being sarcastic you might get into a fight. If you have a webcam you can talk to eachother on the computer and see if she is being sarcastic or not. Technology @MONTH1 be one of the greatest inventions that has come forth and @MONTH1 be the best one that will ever be made. That last important thing that you need to know about computers is that they teach you hand-eye cordination. Hand-eye cordination is an important skill that is acquired. This is an important skill because it allows you to suceed in life such as having to write. This skill is also important if you have a job that invloves computers because you need to know how to type and move you fingers fast if you want to suceed in this well payed job. This skill also helps provide a wide range of other suceesful jobs in the world. Computers in the long run are magnificent machines that makes life a lot easier and fun in acquiring knowledge. If you don't have a good hand-eye cordnation you should get a computer because it will help a lot. however if you get a computer you must update it reguarly so you computer will not become slow and start crashing on you. In conclusion computers are the best thing that has been introduced to man kind so far in this world. It allows you to do do many things such as news and how the world is doing globally and how the economy is doing globally. Also it allows you to stay in touch with your family no matter how far you live or what country that you life in. Lastly computers teach you the important skill of hand-eye cordnation. Everyone in the world should be able to have a computer so that they could obtain the knowledge that they would nedd to suceed in life.,5,5,,10
1623,1,"Dear @CAPS1 @CAPS2, @CAPS3 people these days rely too much on technology. Everywhere you go you usually see somebody on a phone, texting, on a computer or plugged into an ipod. These people are not necisarily bad, but they are under the control of technology. Computers for example, are in the eyes of most people, fast, easy and fun, but they also pose as a problem. Even though it seems like everybody has a computer, not everybody does. Also people become way to dependent on such matchines that they can become addicted to them. Computers @MONTH1 also seem like they work @PERCENT1 of the time, but they can also be very unrelyable. Just off the top of your head, how @CAPS3 people do you know that use @CAPS4 or @CAPS5? A lot I'm sure. Now multiply that number by itself for all the people they know and multiply it again and so forth. That number shows that, @CAPS6, over @NUM1 million people use these. Now what are the chances that if you sent a friend a message one of these programs (with the @NUM1 million + people on is) that the server will be @PERCENT1 relaible and your pal recieves the information he needs? My point is that, what if somthing important came up that required your friends help, and you could not reach him because of a fault in the system? What would happen You could be at a hospital for a ride home for an hour longer than it should have taken. Another problem is what if you needed a computer, and you specially needed him/her? If they did have one then You have you did it in @NUM3 minutes but how else could you contact them? You could try to call, but what if they are outside and are playing with his/her dog? Also these days if you are really grateful for somthing you go on google and type in virtual thank you cards. If the person gets it then they will be happy, but probly much more so if in the mail they got a handmade real thank you card. My final reason that computers hurt us more than they help is addiction. Like I said in my first paragraph, everywhere you go you see somebody wired into an electronic device. People no longer go outside and play cowboys and @CAPS7 because now all they have to do is hit paly. I will admit I too use my computer quite a bit but at least I budget my time so I can also go outside and play a while. Obeisity also branches from overuse of electronics along with @CAPS3 other products.",4,5,,9
1624,1,"Dear @CAPS1 of the @ORGANIZATION2, @CAPS2 you know that computer have been around since the @DATE1. Ever since then, many people have had a better life. Computers really help the elderly out a lot. When they need to pay a bill, they could just log in, pay it and move on. Another thing is if they need to write a letter, but their handwriting isn't that elegable anymore, they could type it, print it, and be done. This way the person receiving the letter will be able to read the letter. Computers are a fad that will never die out. Doctor @PERSON2 of the @ORGANIZATION1 in @PERSON1 said, ""The children I work with use computers everyday to build their hand to eye skills, ever since they have increased that skill @PERCENT1."" The corperate from @ORGANIZATION3 said that @NUM1 out of @NUM2 people agree that everyone should have a computer. Computer help you out with projects and I think everyone should have one too. Are you ever sitting home with nothing to do? Well, why don't you go out and buy a computer to play with? Computers can help you do all types of things. If you like to play video games. then you'll love one of these machines. They have all types of game systems out there just for computers. They also have web sites you could go on just to play them. I'm sure most of you like to play games, so why not try it. A basic computer isn't that much if your worried about the money. So go out and buy one. There is a lot of people in college now and mostly all of them have computers. They make research easier and faster to find. Which would you rather do get ready, jump in the car, drive to the library, search for a book, stand in line, and check it out, or, get on the computer, search what your looking for and be done? You make that decision. When college students get stressed which happens all the time, they could turn on music from the computer to calm them down. Computers have changed the world in a good way, and they continue too. You should buy a computer today.",4,4,,8
1625,1,"I belive that computer technology is a positive effect on people. I think this because it can teach you how to type faster, learn about far away places, and talk to people online. Here are some reasons why. My first reason is because the computer can teach you how to type faster. For example, for the use of your fast writting you can get a good job/career and can have a future in your life. Another example, is because you can type e-mails faster and don't need to type slow. Last example, is that you can improve you typeing skills and become a better typer. My second reason is because you can learn about far away places. For example, you can learn about other countries and how it's different from our country and how their alike. Another example, is you can use it for projects, get all your information and be prepare for a great project. Last example, is you can always learn something everyday from your computer, like news, weather etc. My third reason is because the computer allows you to communicate with other people. For example, you can talk to your friends and family to check in on them and see how their doing. Another example, is when your bored you can always talk to someone on the computer and have fun with it. Last example, is you can talk to your friends and plan when to hang out and go outside and get fresh air, That way you don't have to be in your house all day. That's why I think that computer technology is a good idea because it can teach you how to type faster, learn about far away places, and allows you to talk to people online. I hope you agree with me also, and should think that computer technology is a good idea for everyday for lots of reasons.",4,4,,8
1626,1,"Dear @CAPS1, @CAPS2 have come very far with technology. Computers and other gadgets have helped us go farther. But the computer is one gadget that does not benefit society. My reasons for this are when you are on a computer you could be cyber bullied. My next reason is that when you stay on too long you miss out on stuff like being with family. The last reason why computers do not benefit society is when you type on a computer the spell check on @CAPS3 checks spelling and puncuation and grammar so you don't learn from your mistakes. These reasons support me in saying computers haven't really benefited society. Firstly, my first reason for saying that computers have not benefited society is you can get cyberbullied. For instance somebody goes home and checks their email. They get threatening emails. They are scared what do they do. Cyber bulling, being induced by computers, is the easiest way to bully somebody. You can make them feel bad without doing anything besides typing a message. All you really have to do is find out somebodys email. Also cyber bulling could be anybody. Some one you knkow or someone you don't. computers haven't helped in society by inducing more crimes. Next my reason is if you stay on too long you miss out on life. Between checking email accounts and updating @CAPS4 the average person spends @PERCENT1 of their day on the computer. People who spend that much time on the computer miss things. My sister always come, out asking questions in the middle of the conversation because she's following and updating on @CAPS4 while @CAPS2 are having a conversation. People miss things while on the computer. Lastly, when you are typeing an essay or something you don't learn anything about grammar or spelling because spellcheck checks it for you. Most teenagers in @LOCATION1 when texting don't use proper grammar or spelling. So they can write an essay in text language and when typing it over students choose what they mean from spellcheck and move on. This is unacceptable because students must learn proper grammar and spelling. This is reducing students thinking levels just above read and click the awnser. If computers did everything for us @CAPS2 would be mindless slugs quick. In conclusion I think computers have not benefited society. Computers inducieng cyberbulling. When you type spellcheck corrects your mistakes so you don't learn and people miss stuff when on the computer. Computers have not helped society for all of these reasons and more. Computers should be used less.",4,4,,8
1627,1,"Dear local Newspaper, I think using a computer has become bad influence on modern society. When people talk to each other via text message or e-mail there is no emotional sense. You are blind a way because you can't see who's on the other side of the screen, @CAPS1 you know is the username of that person. Its practically the same as using a disguise. Not only is the computer dad for your healthy. Its become a threat to its user. Would you really want to use something that bad toward your health and your privacy? Statistics show that @PERCENT1 of teenangers have access to/and use the internet more than three times a week. Statistics also so that more than half of teenagers in the @CAPS2.S.A spend more than @NUM1 hours on a computers, some even @NUM2 hours! This has become the addiction of the world. My friend barely used a computer and always played outside. When his sister showed him @CAPS3, @CAPS4, myspace, @CAPS5, etc. He would stay on for hours and after a month, it didn't get better, day after day he began to come outside less and less, and I began to hate him fo that. Statistics show that people who are using computers excessively tend to have drop in their grades. People are mixed in to these machines they become anti-social, don't do homework, potentially fail the unit and reappeat the grade. Computers are the same as watching tv, sure! they teach hand to eye coordination but at the same time their brains are being turned into swiss cheese. I believe computers are the best idea, since pouring gasoline on pancakes. ",4,4,,8
1628,1,"Dear local newspaper, I think that computers are great for our society. Computers have a positive effect on people. They teach to people hand-eye cordination, and about places all over the world. Computers are also great for talking online to family and friends. Computers teach people hand-eye cordination. They help people to get familiar with looking at a screen and typing letters to form words. Computers are excellent for students that play the piano, like me. It helps you to be able to look at the music and have your fingers know where to play. The computers helps with the piano because they both involve you looking at a screen, or music. While your fingers know what to do. So I think computers helps children and teens to have better hand-eye cordination. Computers are also very helpful to everyone because it is great for researching facts, or even just looking for somewhere to go on vacation. Say you just got home from school, and your teacher had assigned you to write a two page paper on the @CAPS1 @CAPS2. You would not be able to do it by memory, you would need facts. So you should go to the library, but no one can take you. Well if you have a computer, it is a great way to research a topic for school. You don't have to leave your home, you can even stay in your pajamas. Computers give you the information that you need. Or if your planning a vacation in @LOCATION1, and don't know where to stay, then the internet will get you right there and give you great opptions. Another thing computers are great for is talking. How so you say, well you can got to A.I.M. online. You can have conversations with all your friends and family. This year my brother, and my closest cousin to me, went to college. Now I only see them about twice a year, it is so quiet without them, especially at my house. If I want to ever talk with my brother, it is great like he is in my home again. He sends me pictures of his college, friends, and any fun places that he goes. So without computers I would practically never see my brother, or talk to him. Local newspaper please consider my opinion, I feel that computers benefit are society. They leave a positive effect on people in the community and world. Computers teach teens, and children excellent hand-eye cordination, and helps people like me to play the piano more smoothly and exact. Computers are also great for looking up facts for school when the library is not available. The internet also keeps me closer to my brother, whose in college, because we can chat and send pictures to each other. So please take my opinion into consideration. Thank you.",5,5,,10
1629,1,"Dear Newspaper, I am writing this better to explain to you how more people in our society would benefit from using computer you can do work in less time it would take to do it manualy. You can interact and make more friends by talking or web chating. Not to forget that it is more entertaning. That is what computers were made for. To help us with tasks or for our personal use. How do computers though help us with work? Lets say that you are having a buisness meeting and you have to write a five page report with pictures and a graphs. It would take you twice the time to do that by hand then with a computer. With a computer, you can type you work which makes it much neater and looks more proffesional, You can copy and paste your images that you can @CAPS1 on the internet. With graph making software, you can easily plug in the data you have collected and the computer will do the rest. If you had to do this by hand, you would have to write extremly neat, @CAPS1 pictures in a newspaper or mabe, even draw them. Then you would have to make the graph by hand making sure not to mess up. It makes it twice as hard, to do a simple task with a computer. What if you want to talk to a friend? With a computer you can easily talk to a friend as to having to write a letter or talk on the phone with a computer you can either chat with a person with writing or even being able to see them on you computer screen. Instead of just hearing voice or waiting two or three days to talk to them. If you have a laptop you can talk to them were every they go or you go. Being able to see the person at your convinience to talk without having to leave you house is a very good thing to have. The benifit are major and it doesn't cost anything to chat. If you have a friend or relative that lives very far away, you can easily go at talk and have a video conference. What about entertainment? The computer is a very valuable too! but we can fun, we can play games or watch videos at as convinience. They don't cost a lot to download at all, they can be played with friends on a web chat or by yourself. Videos you can watch all the time with no ads to interupt you can pause the video too. This is more efficie, they care I very convinient for the average person. Playing games were ever you go is good and again don't art to play or. In conclusion I think that people would be more from using computers this is because it is easier to work with. We can interact with each other. Use it for entertainment. Technology was made to make things easier do we should take advantage of it.",6,4,,10
1630,1,"Has a computer helped you ever answerd hard question or type up an essay for school for work? I know a computer has helped me far years so why would I teminate it or want it gone. Heres the controversy, many experts believe computers don't benefit society but people, such as myself, believe the exact oppositte. Their are many benefits to oconing a computer such as they're always a source of information, allow you to talk online with others, and they can help people with their school and job loans. No matter what the problem, don't you believe a computer is always a source of information that could help? A computer has endless information on any topic unlike books. This is because everyone, from the most to the least intelligent people, have their opinions, ideas, and hard facts in a computer on the web. I once watched a movie of a man who despised computers and new technology. Thus, for most of his life he wondered the world with no hint or clue as where to @CAPS4 in search of a rare artifact called the @CAPS1 diamon. He never found the diamond but his son who searched it on the internet found out the root geo from @CAPS1 meant underground in ancient @CAPS2 culture. due to a computer he found the diamond underground, beneath the ancient @CAPS2 temples. Therefore, I believe if people would embrace technology such as computers they would find many things that they never thought of. also, computers give you the ability to chat online with family and friends. Many people use computers to stay in touch when they have no available phones, with a computer you could chat with your friend down the street or your family member on vacation in another country. No matter where you are a compute can always be on available form of communication. for example, the only way many of our soldiers fighting wars stay in touch with their loved ones back home is by talking to them online with a computer. One thing I know is no matter how old to probably about @NUM1, if you have a job or go to school you have used a computer to help you with @CAPS4. Whether it was getting an answer to a homework question or researching a person for a project, we all use computers. Computers even have the ability to help you make brochures or pamphlets. This can greatly help you advertise if that is something you do at work. Also, many people don't have the neatest handwriting so they type their essay or letter to their boss, you can even choose what type of handwriting it types. No matter the case, with work a computer always helps. Yes, I do believe computers benefit the society. Althourgh, some experts do disagree with me and believe they can become an addition. Still take my suggestions seriously and continue to use your computer. Remember, it is always a source of info., you can chat online, and it helps with work.",5,5,,10
1631,1,"I believe that computers are a great invention. It lets people interact with people from very far off places. Has lots of fun games you can play. And it is also a great way to learn information on topics and places very far off. Being able to talk to relatives from far away places is very important. @PERCENT1 of experts say that having a close knit family will give kids a greater chance of going to college. I understand why some people think ""well why doesn't the "" I grew up in a big family and just the whole day the phone was getting used. The computer has a lot of fun games that you can play. I see why you might think that the computer is why kids are over-weight But isn't the hour on the computer. Its eating habbits. Studies show that computers are use in the winter two time as much then. Going on the internet to learn new information is a great way to useing your souce. Just imagine this you straight A student comes home for the weekend about to do the biggest project lige forgets to bring home the most important book. She is flipping out looking all over the place and hyperventalating. But if you had a computer your daughter would be able to get the proect done and go to the college of her dreams. But since you didn't buy a computer she is going to fail her class not accepted to harvard and settle for the local community college where maybe one day she will be able to transfer. So I've gave you reasons to go out and but a computer you just lost to go do it. Do you want your kids to interact with aunt sally who lives @NUM1 miles away. Also it is a great way to play games. And lastly you want your daughter to go to yale or do you want her to fail. I have give yous you the facts the rest is up to you.",4,4,,8
