id,text,HS
6347,"i cannot allow my folks to cuff no whore , not a good look fuck allat turn a hoe into a house wife shit 😂",1
6348,Don't you hate how girls just Whore around because they never got daddy's attention ?? And so they have to interfere in relationships.. hoe,1
6349,@lucymilsom2 your just a dirty fuckin whore u got all this chat about me go suck ur fuckin mum u disgusting lil hoe say suttin,1
6350,"She blocked me lmao 😂 well fuck you and your whore of a friend, you’re lame and you’re a fake ass bitch. Later hoe 😩",1
6351,"@maisonmargieIas Wow that hoes aint shit, You deserve better dan that ugly whore brother",1
6352,Ain't nobody stabbed your ass in the back hoe. We just all saw how much of an attention whore and fake bitch that you actually are.,1
6353,If she dressed like a hoe in the cold she a real Whore ✋🏾😂😭,1
6354,@TeenMomGossip He must be so proud of his cam whore 😆 oh please let her continue to be a hoe & a “role model” gtfo,1
6355,Aye @lostspecimen youre a fucking whore dont fucking speak to me again u fuckin peacock fake ass hoe,1
6356,"Get ready to see all the hoe bunnies, slut kitties, and whore mice post themselves on this Halloween night.",1
6357,Can’t even date or talk to a girl who is an attention whore on social media. What makes you think ima date or talk to a hoe in real life🐸🤣,1
6358,"Whatever hoe it is, it is still a hoe. And yu r still a WHORE https://t.co/6neLNmH3j1",1
6359,@cocosworld My new hoe why the whore label im gonna call million dollars whores records labe and get mind https://t.co/nMOM25f3dx,1
6360,Well Kat... that's what happens when you're a whore 🤷🏽‍♀️ #BlackInkCrewCHI Phor & Ryan (after he f'd your bff) yeah u a hoe 😂,1
6361,I knew bobby shmruda respected women when he said 'if you aint a hoe get up out my traphouse!' Legendary,1
6362,I can’t live my life based on what women find attractive. Lmao every single one of you hoes can suck my dick,1
6363,@randiiiadams But a women cheats and parties? She a hoe leave her ass. The double standard....amazing,1
6364,"She degraded dark skin women and the LGBTQ community, that hoe is cancelled for life",1
6365,Hazel e is a joke. Girl you bashing dark skin women who all look better than you !!! Wack ass hoe,1
6366,Female Logic: 'I HAVE to go through my hoe phase before I can become a real women and be in a relationship.',1
6367,@JaelenBrown “I want women to have equal rights” ... unless you don’t fit my exact definition of how a woman should be then you’re a hoe,1
6368,She definitely gotta be a hoe because women love the idea of marriage lmao,1
6369,Fuck hoes a bitch ain’t nothin women be trippin bruh,1
6370,I thought you had to fuck 20 different guys to be a hoe 🤔 so that explains why women fine someone better but still… https://t.co/1d9ZFHT3kE,1
6371,"can grown women stop glorifying being a hoe, y'all don't realize the influence on the young bitches",1
6372,Most women that Know me just said 'now eric you Know you dont have no inner hoe' 😂 im 2 much of a gentleman but i know my hoe is deep down,1
6373,"Blac Chyna is straight trash and an abomination to women everywhere. Don’t @ me cause I don’t care. Hoe responsibly, bitches.",1
6374,I'll have bitches on bitches and I will be a god. But damn women are hoes. https://t.co/C0SmksJVSm,1
6375,A hoe wants attention a women wants respect.,1
6376,"All women aren’t hoes, correction https://t.co/30iHGB0q1L",1
6377,When a lot of the women on here changed from themselves into hoe tweeters <,1
6378,'Oh so when a man sleeps with lots of women he's cool but when a woman sleeps with lots of men she's a hoe?' YES,1
6379,It’s like women can’t wait to be a hoe when the relationship ends,1
6380,Imagine as a parent giving birth to a hoe like Shamiso who gives out her pussy for cash? S/O to women who work hard for their own things,1
6381,@njokingumi You call it whatever you want -You praise hoes and and women in the wrong moral leaf and attack men in general.shame on you bitch,1
6382,@Liv_Fancy I call them a whale ass hoe? I was told bc everyone envies skinny women https://t.co/272zH3ilKt,1
6383,And I was cool with both guys 😂 shows you women are sneaky and ain't shit just like Niggas. Always knew my baby mama was a hoe 😭,1
6384,I wonder if rick will make another deal with those crazy ass women 🤔 and if that crazy ass nigga will actually hoe Daryl again 😐,1
6385,rape is bad but alota hoes be lying bout that shit women are crazy dawg & will fuck ya life up be careful..,1
6386,@SkyNews She’s actually a clown! They should sue her for being a fucking dumb cunt and falling down the hole nearly squashing the winners 😂,1
6387,@SindhuBoddu It will always be ready and hard for you to bring your holes and beat it with your cunt and ass https://t.co/OtoJQvC7FF,1
6388,@stephypoos87 ur cunt would be so wet as I fucked ur slut holes x,1
6389,Hello cunt hole.. @nickiminaj Doh be on me saddis I’ll buss yuh face..,1
6390,if this big troglodyte bitch texts my man again im going to put bullet holes into your knee caps. i don't fight big white bitches they dogs,1
6391,@HillaryClinton HILLARY U BITCH SHUT YOUR HOLE RE: THE COMFORT AS U R A CAREER CRIMINAL MY DEAR. HOW ABOUT THE MILL… https://t.co/l2K8NgmC4e,1
6392,@NIVIsa4031 @FoxNews @CNN THAT BITCH MUST HAVE A STRONG BACK. SHE CANT STOP DIGGING THE HOLE SHES IN. JESUS HILLA M… https://t.co/K3b90Tqais,1
6393,Your bitch a true thot had to let her go like a cool cop shoot u and put a hole in ur head like a juice box,1
6394,@socorro_jesuss bitch i live in another country and you just live in mg's hole,1
6395,@TSwiftCisco That’s so rude bitch tell them to go back into their hole,1
6396,U nothing but another pussy hole bitch get used to it,1
6397,"okay bitch, fuck off it’s not your business🖕🏽🖕🏽 fall in a hole and get anal fucked by satan’s horn! BITCH https://t.co/TfTCsUtsGP",1
6398,Yall want sex to be some kinda spiritual rabbit hole soooo bad. *Just finished* Her: I'm hungry You: Me too bitch d… https://t.co/73gwV0YklW,1
6399,Sheesh RT @Jerry_Capree: Bitch i wana enter every hole that you got,1
6400,@chelseahandler @realDonaldTrump BITCH U NEED TO SHUT UR FUCKIN HOLE.. ENOUGH IS ENOUGH. #persist,1
6401,@bigshitxtalker Lmfao weaaak. Coming from the bitch that ain't got pictures. Go back to your hole 🙄,1
6402,Foreign car swerving pot holes bad bitch she from chicago,1
6403,@EmmaSlutWatson oh you dirty bitch me and my friends are going to fuck all your holes till you can't take no more… https://t.co/zx8MJn5oJb,1
6404,Watching the ALCS from my mom's basement is truly a pleasure. Crawl back into your hole weak ass bitch https://t.co/RnvtnQAtt4,1
6405,@LaloDagach must be a bitch to eat with the fabric getting in the way of the cake -hole,1
6406,@Tahshaun1738 Bitch Biggs ass hole,1
6407,@YeenShitCuh Bitch keep my name out your mouth. & worry about that loose hole of yours.,1
6408,Let’s Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her https://t.co/dawiQw2BIj,1
6409,Nah that bitch sucking ass hole and you vibin😷😷Fuck outta here young rainbow https://t.co/LTWAct2gXG,1
6410,@RepWilson How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear,1
6411,if before y'all start comin @ me like DASS ESSPENSIVE bitch until u watch a mile in my shoes (THERE IS LITERALLY HOLES) you'll understand,1
6412,@JackPosobiec You Stupid Wanna Be Bitch Go Back To Your Hole,1
6413,Her : Gucci is a Real Men he married is girl First of all that was Clone Gucci so bitch that hole shit was fake,1
6414,@AdamHargitai007 @Jess_JessP @Playboy Your a bitch who needed to shut his hole,1
6415,Now how this bitch gonna fart and not say excuse me but stink up the hole check out lane #NoLadyLike,1
6416,@pleasemybody they deadass digging a hole for themselves @AtlanticRecords fat bitch loose weight,1
6417,listen... i love lil b but i would not fuck with dej loaf at all. she prob got poison up in her nail polish like that bitch from holes,1
6418,Sometimes you just gotta stick a key hole in that bitch and chug,1
6419,I just need one kitty one butt hole to lick one person to be my NUMBER ONE FAN& support me I just need a bitch to be my peace just ONE 🤷🏽‍♂️,1
6420,Help us all The Bitch is back. I checked the hole she went in and covered it up. https://t.co/mpKHkIWC8S,1
6421,@DrMartyFox @FBI This old bitch needs to go out to pasture! Dig a hole too racist,1
6422,old person: did you buy that shirt with holes in it? me: yes it’s called fashion bitch look it up,1
6423,@BBHMMs fuck you you bitch hole,1
6424,A bitch out of the hell hole,1
6425,@lovetofuck1998 DM daddy. Show me what your doing to your little wet whore holes . Show daddy how nasty of a slu… https://t.co/L9mroYJjvY,1
6426,"@JudgeJeanine Crawl back in your hole, you're nothing but a fame whore tv judge",1
6427,the master bedroom curtisn at 10 crednhill park are wide open like a hooker three holes as clare is a slag slut tart whore slag slut like,1
6428,@SapphireSux Sorry the old sapphire can’t come to the phone right now. Why? Oh. Cause she’s busy filling her whore hole.,1
6429,Riding ur shithole like a whore fucker. Conquering ur hole fucking u boipussy in all position & mak u get facial wi… https://t.co/I2hHb5sLva,1
6430,@Real_Girlsx She’s such a whore on insta! I’d own her holes forever!,1
6431,They say home is where the heart is. But I got a hole where my heart is because I let a whore where my heart is,1
6432,@Cumkitten_R2 your fucken hot im hot fuck hard do anything you want to be my slut whore and open your holes you HOT SLUT. WE LOVE TO FUCK,1
6433,"Only if I can hire you to whore you out, and breed your cummy hole after. Black pimp, white bitch ♠️😏 https://t.co/qdevjpSIfV",1
6434,I’m gonna treat women like a hole,1
6435,Especially old women who can't shut their pie hole.,1
6436,@Im_strauss And women pussy hole ?,1
6437,"THIS WOMEN CAN DO ONLY ONE THINK, BACK INTO HER RAT🐀 HOLE NEVER TO COME OUT AGAIN🐀IF SHE SHOW UP ON SURFACE AM CALL… https://t.co/ieVWAepoc1",1
6438,What is this women covering up on her head with all these carnival dollar store hats she wears? Is there a big hole… https://t.co/HktCBvQuLQ,1
6439,@rendale @CNNTonight @donlemon the stupidity of liberal women is relentless! Please stay in your perverted hole LA,1
6440,Harvey: Ugh! Just disgusting. Pedro: Disgusting are the illuminati women because they were fucked up in every hole.,1
6441,@SovereignCortez U DAM STUPID ASS HOLE THEY DON'T KILL ANIMALS IT FOR WOMEN WITH BREAST CANCER U DAM BITCH!!!!,1
6442,@robbysoave @benshapiro @ENBrown Hmmm....do women like to be stuffed in every hole and paid ... ?😕,1
6443,There are good men out there women stop accepting ass holes that appear to be right.It is a excuse to turn lesbian cuz of a no good man.,1
6444,Loool I tried using my card abroad n the cunt hoe sket worker was like 'ur card declined maybe u dnt have enough' I… https://t.co/HmQoKmwtMu,1
6445,Well when you and a hoe are not on the same level and her cunt is skinned open,1
6446,"@jellsoval You’re just a dumb little cunt who had an abortion to go be a hoe, and you eat your tampons tryna be “fe… https://t.co/UtFOtQ1C19",1
6447,SO you hoes and that cunt can have it..,1
6448,What would you do if a girl kicked you in the balls... — Imma cunt punt tf outta hoe 'for no reason' https://t.co/OHjIyCXw8n,1
6449,"DUMB CUNT OMM, JUST KNOW IM COMIN FOR YOU HOE",1
6450,@kurisuwu Fuck you cunt hoe no you won’t ily😘,1
6451,What a glorious cunt you have. Too bad youre a basic bitch. Always were always will be. Stay mad. Hoe. #Imtalkingaboutadude 😂😂😂,1
6452,"@indigomermaidd You're the exception , you weren't a rude lil cunt like some hoes. 🙃💕",1
6453,"Ur a cunt nd she’s a hoe, nuff said",1
6454,@svgethe3rd She is a fucking slut wtf cunt she deserves to fall in that river dumb hoe that shit is fucked cunt,1
6455,@Mike__2ff @KydSplash That cunt ass hoe recording can get fox news’d 2,1
6456,Hoe asss bitch what the fuck,1
6457,Young bitch getter cuff ya hoe before I take ha,1
6458,I don’t want no nigga wit a bitch or fucking multiple hoes I love my health,1
6459,@KoiyaThePerv bitch ass hoe🙄,1
6460,My sister it's #NoBraDay to raise cancer awareness not for you to hoe 😅,0
6461,"I love my religious brothers and sisters, but @realDonaldTrump, FUCK YOU, YOU'RE NOT EVEN A REAL THEOCRAT YOU FAT USLESS BITCH.",0
6462,@HanSimpkin Wait till you've got gin tomorrow you won't have it then cock,0
6463,There's interesting insight to uncover and understand if you want to go down that rabbit hole.,0
6464,@chiefrepublic1 @TandtheB LOL... they didn't applaud a rape threat.. .how long are you going to ride that shit?,0
6465,"Hey ladies and men, rape, and sexual assault, etc of any sort is not acceptable in society. For those of you who commit these acts, pls die.",0
6466,"We don't know about you , k.inne bare fan ho ap bh cricket k. @fahadmustafa26 @rummanraees15 @realshoaibmalik @babarazam258 https://t.co/2S7e4deOcn",0
6467,@scottygb PS: so happy we kicked your ass off the continent in 1776. Can't imagine living in a socialist rat hole emulating 1984.,0
6468,@realDonaldTrump Dont you mean killing Americans. You lowlife piece of garbage i hope you rot in hell you son of a bitch,0
6469,"@realDonaldTrump Trump, the only thing you worship is Putin’s dick and money.",0
6470,how small a cock do you have to have to park sideways in the Tesco car park?? Flexing your Ford Focus lol,0
6471,@TMZ I don't want to blame the victim but this makes it difficult. Are you a ho just lookin for money or are you a victim looking for justice?,0
6472,@MrStephenHowson you had a great chance to show everyone that you’re not a cunt on tv tonight and you fucked it up.,0
6473,"@sugayiffer Buy more RAM, girl :P",0
6474,@glaiveXD WHERE THE FUCK AM I U STUPID CUNT,0
6475,PLAY MUSICAL CARS ALL YOU WANT...IM LIKE YOU...GOTTA KILL ME TO MAKE ME STOP...YOU HAVE NO DICK https://t.co/Qb7nO1HjuI,0
6476,"@LiamSeaward8 @_KramerPeter Bitch you don't talk about my fucking kids. My fucking kids eat better meals than you'll ever eat in your life, you see that?",0
6477,"@PrideofGypsies a bunch of people who can’t separate a character you play, from the real world, are moaning that you “glamourise rape”, ugh!",0
6478,@realDonaldTrump You are a dumb cunt twit! When people start dying you should be tried for murder you asshole,0
6479,"If you're fearful to go down rabbit hole, then those who spread oppression, have you right where they want you- 100% controlled. - #Cagsil",0
6480,Silent about harassment? NOPE. Silent about sexual assault? NOPE. Silent about rape? FUCK NO. You can't shut me up on a GOOD day.,0
6481,@TheMelissaMilf U should be sucking and gagging on my cock Melissa and me Fucking that hot Booty and stunning sweet Pussy tonight Love 😚😚😚,0
6482,"@meanwhile_0 eats entire bags of dicks. Like, seriously. I've seen him eat an entire bag of disembodied cocks. He's a ravenous cunt m8",0
6483,@_phriss Dick????😭😭.. Are you seriois now 😒,0
6484,Someone asks you to catch a rare fish with like two days left in the season and it's like dude can you not be such a dick,0
6485,As a survivor of rape you have inspired me to be better and to do better. Thank you for all that you do for survivors. #WOCAffirmation,0
6486,"@LoveLikeLow 1) fuck you 2) i gotchu fam, lemme get my pimp hand ready😂",0
6487,@Los_eBooks So you're saying you /don't/ like how my cock looks in these panties?,0
6488,@NotAllAboutU Bottom line is you are a paid fake account coming to the support of a rape enabler. Pretty sick.,0
6489,@Oterooooo @Tigraah So you hate 'Ominous' as a hole because of this... seems legitimate and highly mature.,0
6490,The fuck is *proof* in a rape case?!? Like how do you want us to PROVE it. Fuck off.,0
6491,@jre_93 And the only one digging a hole of ignorance is you... sad. I hope you are not teaching your child hate .. but I am sure you are,0
6492,"'Dick hair' sounds like 'take care.' If you're having a bad day, say 'dick hair' as you wave goodbye to annoying people. They won't know. 😁",0
6493,@MichaelRapaport Been digging the podcast. Always liked you as an actor. Keep doing your thing!! Viva Dick Ritchie!,0
6494,"@GOP @POTUS A man with 3 wives, 15 women accused him of assault, 13 yr old girl accused him of rape, makes speech about religion &; values. Funny! https://t.co/qq8L27OwFh",0
6495,French MPs are demanding changes to the law on child rape after prosecutors ruled that an 11yr-old girl consented to sex with a man aged 28.,0
6496,ARE YOU FUCKING KIDDING ME? 49ERS GOING DOWN A SHIT HOLE https://t.co/lcS1oaM0Ug,0
6497,@GEslave Woow.. You can smoke cigaret and suke May Dick ...😉😊,0
6498,@BTS_twt I LOVE YOU SO MUCH CHIM 😘 WE LOVE YOU On ho or wat u r cuz THAT GIVE US INSPIRATIONS. WE TREASURE YOU AS HOW Y'ALL TREASURE ARMYs,0
6499,Ahhh my cousin's fetus doesn't have a dick and I want to rant about gender reveals but I've also been the youngest girl cousin for 29 years.,0
6500,"@PrideofGypsies Hey your awesome! We all make mistakes! If taken in context(your charater did that,) I do not believe you condone Rape.",0
6501,@_elstrang @giorgia_stevens A slightest sound are you joking! That horrendous heave and huffing and puffing down my ear hole,0
6502,"Went from the last person I'd talk too, to the women I crave on the daily in all about 10 months. Life's really a bitch 🙂😂",0
6503,Hope you told him you will “stand” with efforts to dismantle Clinton library for his abuse and rape(s) of women. https://t.co/wMYDra7u0w,0
6504,"@TheRoyalBlock @googlecloud Yeah, you can get one free 600MB ram one.",0
6505,@findingjonah HAHAH thank you hoe-nah!! ((-:,0
6506,@GrimKids @hungryhouse I have no sympathy you get everything you deserve for going to that shit hole l,0
6507,@NoLimitsSub1 I'll take you in. DM me NOW SLUT,0
6508,Thank you to the @DunhamFund and Dick Ebeling for their support in continuing to inspire students and promote #STEM renovation projects! https://t.co/mq8xWiAc5x,0
6509,"I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!",0
6510,Sometimes you gotta beat ya dick like it stole something,0
6511,Niggas think their dick is big when they put it in and you gasp.... first of all I've been holding my breath cause your breath stank,0
6512,"lmao you guys i remember when someone hacked my twitter, called me a whore and shit and tried to say it wasn’t them.",0
6513,"It's #Trumpianity. Rape, pillage, and steal but as long as you say #MerryChristmas it's ok. https://t.co/mK3AuORzjn",0
6514,@quietrightly What do you mean by that you cunt? My English is perfect! 😊,0
6515,@Mike_Fox01 Where's a massive sink hole when you need one?,0
6516,"@JulianAssange Julian, you are currently hiding in a cupboard to avoid a rape allegation or two....",0
6517,If you think I fuck with that hoe then you a fool,0
6518,"@SethMacFarlane just started #TheOrville, glad you got the bro dick jokes out the way early because it has become the series we need. Bravo",0
6519,A 17 year old girl gets raped 3 times in one walk home by 5-6 different men and people will still claim rape cases are outliers?,0
6520,@Millexnium [ ho~ you doubt me?,0
6521,"Well Sarah, do you as a human not think the people that shielded the rape of children should be outed? #FFArdFheis17 https://t.co/oe4D8kC9tm",0
6522,don't watch me you better just watch yo nigga ho,0
6523,"When Hollywood powerhouses accuse you of rape, you have a problem. When you help make them powerhouses, you became the problem!",0
6524,Don’t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is Satan.,0
6525,"If they're not harassing or assaulting you they're calling you stupid, crazy, irrational, over emotional.",0
6526,"The woman who accused Nelly of rape is refusing to testify, and wants the whole matter dropped… https://t.co/SdBC4Ubazi",0
6527,That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend,0
6528,If you don’t vote on my instagram story..... u a hoe.,0
6529,@TheHockeyLife48 so you admit to actin like a hoe? 💀,0
6530,Like I'm so glad you guys are standing with skales against that boy with the gutter mouth and pot hole face .,0
6531,"*When you claim Re:Zero in a RP but have already accidentally killed Felt, Rem,and Ram off.*",0
6532,"@GARDENOFADRIAN sweetie, how the hell can you take “oh my god that’s a DICK?!?!?!?!” Style monologue",0
6533,If you got a tattoo today you a hoe,0
6534,Cuffing is not DEAD If everybody stop being a hoe then you can cuff 🤷🏾‍♂️😅 But nahh being fuck Buddies in style at #myasu https://t.co/3d4mo2YZvS,0
6535,So if your reading this and I know you are .. STOP HITTING ME UP YO DICK LIDDO AND NOW THE WORLD KNOWS 😭🤦🏽‍♀️,0
6536,"Lessons consensual #sex for Mr #Weinstein &; others - you mislead, coerce and force yourself on #women - guess what it is #assault and #rape?",0
6537,@ChadButlerJr You a lie and your barber a hoe too nigga your line up looking like a serrated knife,0
6538,raevin if you see pink and white you smoking dick https://t.co/kldvd8VJq8,0
6539,"Ho, ho, ho It's magic, you know Never believe it's not so It's magic, you know Never believe, it's not so https://t.co/kCixV8u2eE",0
6540,What would you do if namjoon sneaks into your room at night and yells 'HERE COMES MONSTER DICK BITCH!!',0
6541,"All the experts predicting the dodgers will win. Eat a dick.. not that I don't support and love them, but you always jinx them",0
6542,"@yukisterben Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported.",0
6543,@GoldGloveTV I was banned from your chat because I said that cunt was a disrespectful term and I knew why you said it but it still stung.,0
6544,@HodgesMarla96 @ErinRobertson07 Well answer the question?!?! Did you get a dick?,0
6545,That was it when Dick Rickles; ? You all want do w/ 248 Mtn Shrod?,0
6546,If you are unwilling to help victims &; or survivors of rape &; domestic violence by speaking out then you have no place as our advocate. 💜,0
6547,It’s hard seeing someone you loved so much move on. But just remind yourself you are wonderful and he has a small dick.,0
6548,@neiltyson Do you know anything about the hole in antarctica or is that fake🤔🤔🤔,0
6549,@987Woody Thank you woody. I'm going to retweet this in the hopes that this will get back a-hole.,0
6550,Tbh if you do something that will make me look dumb tonight I deserve it tbh I’ve been a asshole to you and I’ll just a dick 😔💔🙇🏽,0
6551,FUCK YOU HARVEY WEINSTEIN! Anyone who has suffered from rape and I mean all. Lock him up. I stayed silent for 24 hours. Going sue me HW?,0
6552,"@murdo_fraser What a dick you are, do you think Westminster is doing a good job for the uk?",0
6553,"@ComptonMenace man we’re Bros from another crack hoe. I run my trailer park in bama, you run the CPT",0
6554,"Pregnancy, Periods, Breast Cancer, Being Walked On, Rape, Harassment, Abuse...Females Go Through A Lot. WOMEN ARE STRONG ♥",0
6555,"Dudes, We love all the RTs/Likes &; enjoy a few comments here/there. But cock pix &; writing novels under our pix/vids gets you blocked! 😠",0
6556,"Cat: 'Miaow-miaow-miaow!' Me: 'Aaaawwww...' Cat: 'FEED ME, YOU USELESS FAT BASTARD! FOOD! IN FOOD-HOLE! NOW!' #BloodyCat",0
6557,Jodie Foster: Hollywood Execs Tried To Rape Me When I Was A Girl https://t.co/8szOnwsbmu,0
6558,Sounds like you are a mysogenistic dick weasel to me Aaron. When you call mysogenists dick weasels you always feel better https://t.co/QlSaV9Cvzc,0
6559,@PeterNHess If you take dick off of the pizza you're erasing my history and heritage,0
6560,You hear a story about a case of a rapist and all your stupid self had to say was that it's a one sided story? A rape case????,0
6561,There I finally gave you a reason to hate me ya cunt,0
6562,A woman who accused US rapper Nelly of rape has asked the police to stop their investigation,0
6563,@ErikTheYordle they give you a gun USE THE GUN TO SPOOK THE SPOOKERS WITH LEAD TO THE DICK,0
6564,@987Woody Sometimes you can be a dick. #allin,0
6565,If someone got body and dick..... but not the face.... would you dub them?,0
6566,"@realDonaldTrump Many more are talking about impeachment. Many, Many more. In case you forgot. Collusion, rape, obstruction of justice, profiteering. Losing.",0
6567,#KickThemInTheBallsCampaign against rape. I #StandWithWomen. I'm not a violent person but If someone attacks you defend yourself. Rape &;,0
6568,Hole in one and you deserve for it.Congrats https://t.co/EXzIzEXWhM,0
6569,@phucktee I’m tryna fucking get like you hoe,0
6570,not jacking off to hentai mind you my cock been dead for days but busy reading!,0
6571,Sooo @Shanteshanteeee you ain't get my text message hoe? 🤔,0
6572,"Perfect breakfast to start your weekend, ho yummy! Topped with some Green Savi Hot Pepper sauce! What do you have for breakfast? 🌶 https://t.co/MjSEODTfdz",0
6573,@AxelKatten Cornhole is the Southern name for a game where you throw beanbags at a panel with a hole in it.,0
6574,"@idubbbzJr @HadethR @toddysdobrik @zane You cunt, compare 25 million that rubius have versus the 5 million that David have",0
6575,@codyko im going to call you an old cunt everyday from today,0
6576,"Just so you know, I'm a righteous Dick Cheney Impersonator, which is not like a thing or anything.",0
6577,@griederk @atensnut Basically you don't care about rape or victims. You just hate Trump and someone told you to boycott twitter because of Weinstein I get it.,0
6578,@BenWarrender1 I’ll report you for touching dogs dick,0
6579,Just played: I Know I'll See You - A Place to Bury Strangers - A Place to Bury Strangers(Killer Pimp),0
6580,Ho you voted for this @davidalbertrob1 https://t.co/oElRB3QP9j,0
6581,@terroristavcisi @PressTV Go back to your hole you fucking roach.,0
6582,Just cause I wear flowy shorts and start to get drunk does NOT give you the right to rape me and it never will,0
6583,Pizza shops owner and 3 workers gang rape lost girl who asked them for directions https://t.co/XxyMNhfeHM,0
6584,"@davereaboi @realDonaldTrump Stupid as, it dosent make the mullas angry, the hole nation is angry",0
6585,"@Jack U suspend acct of rape victim, but not some one who promises 'Hell&Fury the planet has never seen' = #NuclearWar. You are a #HYPOCRITE",0
6586,@V_Bottoms @plumperpass I hope you love monster cock,0
6587,"If you stand with rape survivors against rape, then stand up and practice what you preach. #womentakeovertwitter",0
6588,@decyphaaaa @Merrcyy9 @illuminatiy_ @swxsy Cunt your 16 dont act like you arnt lol go to bed before i knock your block off,0
6589,@BenRoss_AKL Are you using many added assets/buildings/props or just mostly mods? My 16gb of ram gets chewed up currently by it,0
6590,Shit the dick make you smoke lmao,0
6591,Tell you one thing-- I've seen more'n enough dick and balls tonight to last me a lifetime.,0
6592,Fulfill all your entertainment needs! The 3GB RAM of Huawei Y7 Prime allows you run more apps at once. #HuaweiMobileNepal #HuaweiY7Prime https://t.co/NqUOwjzuOf,0
6593,JIN SAYS 'VOTE US ON MWAVE YOU HOE' :) https://t.co/7N8jutZWhk,0
6594,"@BJTitzenbier I prefer animation like LT myself but, if you ever do watch RAM, I suggest watching the first 2 seasons &; skip the lamer 3rd season.",0
6595,Bri: you put in the hole- Me: *starts laughing like a child* Bri: *starts laughing* whoops,0
6596,@is_enticing Do you take some else's help? Or just ram into somebody?,0
6597,Society always tryna make you believe you gotta be a hoe to have fun. Fuck that shit,0
6598,@unlimitedclout Brittany is a beautiful woman and not a hee hoe I'm gonna love her forever,0
6599,My family’s idea of a merienda for this moment is siopao. They really hate me. Me: *calls Tim Ho Wan* Do you deliver in elyu? 😢,0
6600,@Telegraph stupid slag,0
6601,@AnYaMemories @juthee_alam @TheSomyaSeth How do you know baby boy. Baby ho gya kya,0
6602,@dougchaplin Doug why don’t you concentrate on speaking out about those who commit sexual assault and rape instead… https://t.co/vcdTzFb21K,0
6603,Happiest of birthdays to the main hoe 😏💃🏻 I hope you have a wonderful day angel 🌹💞 @jordan_scholtz,0
6604,"@spindIeweed I am not sure how much you have seen about this, but this is a pretty strange take on it. to say rape is the main plot point is dismissive",0
6605,@MooroLLM @preccy_3 Thought I'd got away with it 👀 I fancy us...sorry you today. Anything but a win for that cunt Mourinho will do for me. #jurgenaut #COYR,0
6606,If you ''Repeatedly'' Rape Stab Carry Acid Incite Murder you 'may' Go to Prison..what Fuckin Planet am i Living on...,0
6607,"@chaiwaala @mwilcox @desantis Yes you can. Universe is information we can perceive, black hole is singularity of information imperception",0
6608,"@Adrian357Adrian @ianlfc05 @ClinicalFirmino I have a big cock, doubt you can say the same",0
6609,@PennarRobinsFC @samsouthcott9 Delete these tweets you cringey cunt,0
6610,like okay you say you fwhim but he ain't going nowhere my hoe forever 😌,0
6611,accusing a woman of lying about rape to get attention means you're trash,0
6612,This is superb. Practical guide for rights of women esp at divorce and rape in marriage. @HHbruichladdich @RehmanYasmin @SBSisters https://t.co/DTWy7j77Ri,0
6613,Lets go down the Slate rabbit hole: Christina Cauterucci is a woman who seems to think men FALSELY accused of rape… https://t.co/XikXpQAVsd,0
6614,How can you not engage? As enraging as it all is... fuck it all off I say. Turn off the power. Reset. Reboot. Escape the cunt booth.,0
6615,"The woman who accused rapper, Nelly of rape, has refused to testify against him in court and has asked for the case to be dropped. https://t.co/SXk99SfCIB",0
6616,I’ve never understood why people stand and wait on they food at Tolly Ho... you a good one,0
6617,"Enimen, you are a disgrace to America! Go crawl back into your hole..... I Would NEVER Let my grand children listen to your NON Music,1",0
6618,"SkrewDriver All skrewed up FULL ALBUM @AmberRuddHR are you listening, slag? You might learn something💀 https://t.co/zi0AySs8qf",0
6619,"@DanielBaguley Libya was on a rise till you guys bombed them to hell hole, now talking bout backwards",0
